iso2c,iso3c,country,year,gdp_percap,population,birth_rate,neonat_mortal_rate,region,income
BW,BWA,Botswana,2013,15548.26355,2176510,25.267,22.9,Sub-Saharan Africa,Upper middle income
BW,BWA,Botswana,2003,9283.020404,1810438,26.226,25.1,Sub-Saharan Africa,Upper middle income
BW,BWA,Botswana,2012,14211.00753,2132822,25.45,23.3,Sub-Saharan Africa,Upper middle income
BW,BWA,Botswana,2004,9661.290445,1835750,25.908,25.4,Sub-Saharan Africa,Upper middle income
BW,BWA,Botswana,1997,7328.001672,1645846,29.076,24.2,Sub-Saharan Africa,Upper middle income
BW,BWA,Botswana,1998,7317.558437,1678111,28.528,24,Sub-Saharan Africa,Upper middle income
BW,BWA,Botswana,2005,10268.51467,1864003,25.662,25.5,Sub-Saharan Africa,Upper middle income
BW,BWA,Botswana,2001,8296.887363,1762531,27.031,24.3,Sub-Saharan Africa,Upper middle income
BW,BWA,Botswana,1990,5234.821463,1379814,34.509,25.9,Sub-Saharan Africa,Upper middle income
BY,BLR,Belarus,1998,5060.880441,10069000,9.1,9,Europe & Central Asia,Upper middle income
BY,BLR,Belarus,1991,5331.205325,10194000,12.9,9.2,Europe & Central Asia,Upper middle income
BY,BLR,Belarus,1992,4918.655385,10216000,12.4,9.3,Europe & Central Asia,Upper middle income
BY,BLR,Belarus,1999,5331.032663,10035000,9.1,8.3,Europe & Central Asia,Upper middle income
BY,BLR,Belarus,2005,9662.054244,9663000,9.4,4.2,Europe & Central Asia,Upper middle income
BY,BLR,Belarus,1997,4596.67258,10117000,8.8,9.5,Europe & Central Asia,Upper middle income
BY,BLR,Belarus,2010,15385.45927,9490000,11.4,2.3,Europe & Central Asia,Upper middle income
BY,BLR,Belarus,1990,5224.699919,10189000,13.9,9.3,Europe & Central Asia,Upper middle income
BY,BLR,Belarus,2004,8497.621267,9730000,9.1,4.7,Europe & Central Asia,Upper middle income
BY,BLR,Belarus,2014,18250.56322,9483000,12.5,1.9,Europe & Central Asia,Upper middle income
BY,BLR,Belarus,2008,13917.75675,9528000,11.3,2.8,Europe & Central Asia,Upper middle income
BY,BLR,Belarus,2006,11022.0864,9604000,10.1,3.7,Europe & Central Asia,Upper middle income
BY,BLR,Belarus,1994,4191.496264,10227000,10.7,9.6,Europe & Central Asia,Upper middle income
BY,BLR,Belarus,2003,7369.828474,9797000,9,5.3,Europe & Central Asia,Upper middle income
BY,BLR,Belarus,2012,17218.3561,9464000,12.2,2.1,Europe & Central Asia,Upper middle income
BY,BLR,Belarus,2009,14082.53828,9507000,11.5,2.5,Europe & Central Asia,Upper middle income
BY,BLR,Belarus,2011,16603.38953,9473000,11.5,2.2,Europe & Central Asia,Upper middle income
BY,BLR,Belarus,1996,4039.674256,10160000,9.3,9.8,Europe & Central Asia,Upper middle income
BY,BLR,Belarus,2000,5785.87425,10005000,9.4,7.4,Europe & Central Asia,Upper middle income
BY,BLR,Belarus,2013,17683.1643,9466000,12.5,2,Europe & Central Asia,Upper middle income
BY,BLR,Belarus,2001,6245.425114,9928000,9.2,6.6,Europe & Central Asia,Upper middle income
BY,BLR,Belarus,2002,6703.775792,9865000,9,5.9,Europe & Central Asia,Upper middle income
BY,BLR,Belarus,2007,12345.10559,9560000,10.8,3.2,Europe & Central Asia,Upper middle income
BY,BLR,Belarus,1995,3846.321048,10194000,9.9,9.7,Europe & Central Asia,Upper middle income
BY,BLR,Belarus,1993,4642.519116,10239000,11.3,9.5,Europe & Central Asia,Upper middle income
BZ,BLZ,Belize,1996,4523.760857,213674,32.167,14.5,Latin America & Caribbean,Lower middle income
BZ,BLZ,Belize,1994,4516.712739,201678,33.426,15.8,Latin America & Caribbean,Lower middle income
BZ,BLZ,Belize,2003,6474.65237,269132,27.907,11.5,Latin America & Caribbean,Lower middle income
BZ,BLZ,Belize,1999,4932.807083,239024,30.437,13,Latin America & Caribbean,Lower middle income
BZ,BLZ,Belize,2014,8461.957885,351706,22.933,8.6,Latin America & Caribbean,Lower middle income
BZ,BLZ,Belize,2000,5511.750367,247312,29.876,12.6,Latin America & Caribbean,Lower middle income
BZ,BLZ,Belize,1992,4211.928531,194321,34.68,17.4,Latin America & Caribbean,Lower middle income
BZ,BLZ,Belize,1990,3335.513701,187552,35.862,18.9,Latin America & Caribbean,Lower middle income
BZ,BLZ,Belize,2006,7354.917682,290751,25.635,10.7,Latin America & Caribbean,Lower middle income
BZ,BLZ,Belize,2007,7438.372326,298403,24.974,10.4,Latin America & Caribbean,Lower middle income
BZ,BLZ,Belize,1997,4593.733977,221608,31.568,13.9,Latin America & Caribbean,Lower middle income
BZ,BLZ,Belize,1998,4635.708792,230289,30.993,13.4,Latin America & Caribbean,Lower middle income
BZ,BLZ,Belize,1993,4506.406033,197615,34.06,16.6,Latin America & Caribbean,Lower middle income
BZ,BLZ,Belize,1995,4522.129245,206962,32.789,15.1,Latin America & Caribbean,Lower middle income
BZ,BLZ,Belize,2005,7003.055092,283279,26.373,11,Latin America & Caribbean,Lower middle income
BZ,BLZ,Belize,2001,5741.870779,254989,29.277,12.2,Latin America & Caribbean,Lower middle income
BZ,BLZ,Belize,2013,8173.297557,344193,23.092,8.9,Latin America & Caribbean,Lower middle income
BZ,BLZ,Belize,2012,8114.443709,336707,23.25,9.1,Latin America & Caribbean,Lower middle income
BZ,BLZ,Belize,2010,7716.057237,321609,23.657,9.6,Latin America & Caribbean,Lower middle income
BZ,BLZ,Belize,2008,7630.700312,306165,24.42,10.1,Latin America & Caribbean,Lower middle income
BZ,BLZ,Belize,2004,6786.579326,276085,27.145,11.2,Latin America & Caribbean,Lower middle income
BZ,BLZ,Belize,2009,7558.521501,313925,23.982,9.9,Latin America & Caribbean,Lower middle income
BZ,BLZ,Belize,2011,7855.674423,329193,23.426,9.4,Latin America & Caribbean,Lower middle income
BZ,BLZ,Belize,1991,3737.087096,191127,35.281,18.2,Latin America & Caribbean,Lower middle income
BZ,BLZ,Belize,2002,5959.839536,262202,28.622,11.8,Latin America & Caribbean,Lower middle income
CA,CAN,Canada,2000,29187.51875,30769700,10.9,3.7,North America,High income: OECD
CA,CAN,Canada,1990,20084.57361,27791000,15,4.4,North America,High income: OECD
CA,CAN,Canada,1996,23888.30078,29671900,12,4,North America,High income: OECD
CA,CAN,Canada,2013,44281.26918,35155499,10.9,3.4,North America,High income: OECD
CA,CAN,Canada,2008,40277.61931,33245773,11.3,3.8,North America,High income: OECD
CA,CAN,Canada,2004,33752.21339,31995000,10.65,4,North America,High income: OECD
CA,CAN,Canada,2005,36134.60224,32312000,10.65,4,North America,High income: OECD
CA,CAN,Canada,1999,27656.67692,30499200,11.2,3.7,North America,High income: OECD
CA,CAN,Canada,2002,30851.31148,31362000,10.7,3.8,North America,High income: OECD
CA,CAN,Canada,1992,20429.74054,28519597,14.7,4.2,North America,High income: OECD
CA,CAN,Canada,2009,38746.25028,33628571,11.3,3.8,North America,High income: OECD
CA,CAN,Canada,1991,20041.94783,28171682,14.9,4.3,North America,High income: OECD
CA,CAN,Canada,1995,23340.83777,29354000,12.6,4.1,North America,High income: OECD
CA,CAN,Canada,1997,25070.67818,29987200,11.6,3.9,North America,High income: OECD
CA,CAN,Canada,2001,30086.5628,31081900,10.6,3.8,North America,High income: OECD
CA,CAN,Canada,1998,26106.63169,30247900,11.4,3.8,North America,High income: OECD
CA,CAN,Canada,2012,42143.96878,34751476,11,3.5,North America,High income: OECD
CA,CAN,Canada,2006,37956.81425,32570505,10.9,4,North America,High income: OECD
CA,CAN,Canada,2003,32186.22686,31676000,10.5,3.9,North America,High income: OECD
CA,CAN,Canada,1993,21233.31312,28833410,13.6,4.1,North America,High income: OECD
CA,CAN,Canada,2010,40069.47096,34005274,11.1,3.7,North America,High income: OECD
CA,CAN,Canada,2007,39417.53198,32887928,11.2,3.9,North America,High income: OECD
CA,CAN,Canada,2014,45025.02614,35543658,10.9,3.3,North America,High income: OECD
CA,CAN,Canada,2011,41565.27122,34342780,11,3.6,North America,High income: OECD
CA,CAN,Canada,1994,22448.02547,29111906,13.1,4.1,North America,High income: OECD
CD,COD,"Congo, Dem. Rep.",2003,423.0995119,52602208,46.423,37.6,Sub-Saharan Africa,Low income
CD,COD,"Congo, Dem. Rep.",2006,501.115433,57926840,45.395,35.7,Sub-Saharan Africa,Low income
CD,COD,"Congo, Dem. Rep.",1993,559.1560783,39314955,47.689,40.7,Sub-Saharan Africa,Low income
CD,COD,"Congo, Dem. Rep.",2005,476.737205,56089536,45.774,36.5,Sub-Saharan Africa,Low income
CD,COD,"Congo, Dem. Rep.",1998,467.4798298,45647949,47.351,39.3,Sub-Saharan Africa,Low income
CD,COD,"Congo, Dem. Rep.",1992,656.7518966,37783835,47.713,41,Sub-Saharan Africa,Low income
CD,COD,"Congo, Dem. Rep.",1994,528.7577811,40804011,47.65,40.4,Sub-Saharan Africa,Low income
CD,COD,"Congo, Dem. Rep.",2004,449.3959026,54314855,46.118,37.1,Sub-Saharan Africa,Low income
CD,COD,"Congo, Dem. Rep.",2002,405.4826844,50971407,46.687,38,Sub-Saharan Africa,Low income
CD,COD,"Congo, Dem. Rep.",2001,399.8600909,49449015,46.908,38.4,Sub-Saharan Africa,Low income
CD,COD,"Congo, Dem. Rep.",1996,514.7595533,43424997,47.529,40,Sub-Saharan Africa,Low income
CD,COD,"Congo, Dem. Rep.",2012,652.3885874,70291160,42.83,31.7,Sub-Saharan Africa,Low income
CD,COD,"Congo, Dem. Rep.",1997,481.5914621,44558347,47.448,39.8,Sub-Saharan Africa,Low income
CD,COD,"Congo, Dem. Rep.",2007,529.2218734,59834875,44.99,35,Sub-Saharan Africa,Low income
CD,COD,"Congo, Dem. Rep.",2011,617.1479614,68087376,43.266,32.3,Sub-Saharan Africa,Low income
CD,COD,"Congo, Dem. Rep.",1995,525.7872597,42183620,47.595,40.2,Sub-Saharan Africa,Low income
CD,COD,"Congo, Dem. Rep.",1991,746.584173,36309209,47.72,41.3,Sub-Saharan Africa,Low income
CD,COD,"Congo, Dem. Rep.",2013,696.9772633,72552861,42.394,31.2,Sub-Saharan Africa,Low income
CD,COD,"Congo, Dem. Rep.",2000,410.9759541,48048664,47.089,38.7,Sub-Saharan Africa,Low income
CD,COD,"Congo, Dem. Rep.",2010,584.2600548,65938712,43.702,32.9,Sub-Saharan Africa,Low income
CD,COD,"Congo, Dem. Rep.",2009,556.7280751,63845097,44.137,33.6,Sub-Saharan Africa,Low income
CD,COD,"Congo, Dem. Rep.",2008,554.8883649,61809278,44.569,34.3,Sub-Saharan Africa,Low income
CD,COD,"Congo, Dem. Rep.",1999,443.2927607,46788238,47.234,39,Sub-Saharan Africa,Low income
CD,COD,"Congo, Dem. Rep.",2014,748.0066053,74877030,41.96,30.6,Sub-Saharan Africa,Low income
CD,COD,"Congo, Dem. Rep.",1990,,34962676,47.71,41.6,Sub-Saharan Africa,Low income
CF,CAF,Central African Republic,1994,595.6625213,3253698,40.153,49.9,Sub-Saharan Africa,Low income
CF,CAF,Central African Republic,2006,785.0939182,4127112,36.444,47.9,Sub-Saharan Africa,Low income
CF,CAF,Central African Republic,1997,634.8263635,3497910,39.903,49.3,Sub-Saharan Africa,Low income
CF,CAF,Central African Republic,2008,845.9024127,4280405,35.539,47.4,Sub-Saharan Africa,Low income
CF,CAF,Central African Republic,1995,635.8166701,3335840,40.059,49.7,Sub-Saharan Africa,Low income
CF,CAF,Central African Republic,2001,694.1575181,3794677,38.971,48.9,Sub-Saharan Africa,Low income
CF,CAF,Central African Republic,2003,681.5610845,3923294,38.049,48.5,Sub-Saharan Africa,Low income
CF,CAF,Central African Republic,2010,870.7391642,4444973,34.873,46.4,Sub-Saharan Africa,Low income
CF,CAF,Central African Republic,2004,730.2605044,3987896,37.516,48.4,Sub-Saharan Africa,Low income
CF,CAF,Central African Republic,2005,747.9034771,4055608,36.97,48.1,Sub-Saharan Africa,Low income
CF,CAF,Central African Republic,1993,570.5335859,3170848,40.293,50.3,Sub-Saharan Africa,Low income
CF,CAF,Central African Republic,2014,571.877458,4804316,33.774,43.3,Sub-Saharan Africa,Low income
CF,CAF,Central African Republic,1996,606.7355375,3417163,39.987,49.5,Sub-Saharan Africa,Low income
CF,CAF,Central African Republic,1998,657.015655,3577028,39.776,49.2,Sub-Saharan Africa,Low income
CF,CAF,Central African Republic,2012,925.7149449,4619500,34.349,44.9,Sub-Saharan Africa,Low income
CF,CAF,Central African Republic,2002,717.9844185,3859784,38.539,48.7,Sub-Saharan Africa,Low income
CF,CAF,Central African Republic,2000,661.6501937,3726048,39.325,49,Sub-Saharan Africa,Low income
CF,CAF,Central African Republic,2011,900.6397845,4530903,34.607,45.7,Sub-Saharan Africa,Low income
CF,CAF,Central African Republic,1992,570.10366,3089141,40.492,50.6,Sub-Saharan Africa,Low income
CF,CAF,Central African Republic,1990,609.533227,2937832,41.05,51.3,Sub-Saharan Africa,Low income
CF,CAF,Central African Republic,1991,611.1322004,3010950,40.748,51,Sub-Saharan Africa,Low income
CF,CAF,Central African Republic,2009,850.7776973,4361492,35.178,47,Sub-Saharan Africa,Low income
CF,CAF,Central African Republic,2007,828.0776533,4202104,35.962,47.8,Sub-Saharan Africa,Low income
CF,CAF,Central African Republic,2013,581.1246142,4710678,34.076,44.2,Sub-Saharan Africa,Low income
CF,CAF,Central African Republic,1999,676.6546375,3653310,39.59,49.1,Sub-Saharan Africa,Low income
CG,COG,"Congo, Rep.",1994,3324.439887,2649964,38.071,30.8,Sub-Saharan Africa,Lower middle income
CG,COG,"Congo, Rep.",2011,5632.435875,4177435,37.797,20.9,Sub-Saharan Africa,Lower middle income
CG,COG,"Congo, Rep.",1993,3535.981191,2581306,38.001,30.2,Sub-Saharan Africa,Lower middle income
CG,COG,"Congo, Rep.",2010,5482.111376,4066078,38.092,21.9,Sub-Saharan Africa,Lower middle income
CG,COG,"Congo, Rep.",1996,3552.014034,2795903,38.345,32.1,Sub-Saharan Africa,Lower middle income
CG,COG,"Congo, Rep.",2007,4675.456706,3715665,38.658,25.7,Sub-Saharan Africa,Lower middle income
CG,COG,"Congo, Rep.",2002,3965.123278,3256867,38.961,31.9,Sub-Saharan Africa,Lower middle income
CG,COG,"Congo, Rep.",2014,6299.684353,4504962,36.536,18.6,Sub-Saharan Africa,Lower middle income
CG,COG,"Congo, Rep.",2013,5950.46862,4394334,37.011,19.2,Sub-Saharan Africa,Lower middle income
CG,COG,"Congo, Rep.",1991,3501.371141,2450125,38.063,29.3,Sub-Saharan Africa,Lower middle income
CG,COG,"Congo, Rep.",1992,3580.067405,2514907,37.995,29.7,Sub-Saharan Africa,Lower middle income
CG,COG,"Congo, Rep.",2005,4482.453591,3503086,38.865,28.4,Sub-Saharan Africa,Lower middle income
CG,COG,"Congo, Rep.",2001,3819.679366,3183883,38.937,32.7,Sub-Saharan Africa,Lower middle income
CG,COG,"Congo, Rep.",1995,3436.549232,2721277,38.192,31.5,Sub-Saharan Africa,Lower middle income
CG,COG,"Congo, Rep.",2008,4879.038556,3832771,38.508,24.4,Sub-Saharan Africa,Lower middle income
CG,COG,"Congo, Rep.",2009,5125.450614,3950786,38.324,23.1,Sub-Saharan Africa,Lower middle income
CG,COG,"Congo, Rep.",2006,4770.057891,3604595,38.776,27.1,Sub-Saharan Africa,Lower middle income
CG,COG,"Congo, Rep.",1998,3564.540556,2953011,38.662,33.2,Sub-Saharan Africa,Lower middle income
CG,COG,"Congo, Rep.",1999,3433.823369,3031969,38.79,33.3,Sub-Saharan Africa,Lower middle income
CG,COG,"Congo, Rep.",2000,3684.100083,3109269,38.882,33.2,Sub-Saharan Africa,Lower middle income
CG,COG,"Congo, Rep.",1990,3397.586071,2386467,38.21,29.1,Sub-Saharan Africa,Lower middle income
CG,COG,"Congo, Rep.",2003,3985.667797,3331564,38.958,30.9,Sub-Saharan Africa,Lower middle income
CG,COG,"Congo, Rep.",2004,4137.021948,3412592,38.926,29.6,Sub-Saharan Africa,Lower middle income
CG,COG,"Congo, Rep.",2012,5803.0888,4286188,37.435,19.9,Sub-Saharan Africa,Lower middle income
CG,COG,"Congo, Rep.",1997,3493.113944,2873638,38.509,32.7,Sub-Saharan Africa,Lower middle income
CH,CHE,Switzerland,1991,27030.92709,6799978,12.7,3.8,Europe & Central Asia,High income: OECD
CH,CHE,Switzerland,1995,28952.76494,7040687,11.7,3.4,Europe & Central Asia,High income: OECD
CH,CHE,Switzerland,2012,57205.37219,7996861,10.3,3,Europe & Central Asia,High income: OECD
CH,CHE,Switzerland,1990,26734.01258,6715519,12.5,3.9,Europe & Central Asia,High income: OECD
CH,CHE,Switzerland,2002,36376.69245,7284753,9.9,3.4,Europe & Central Asia,High income: OECD
CH,CHE,Switzerland,2005,39152.87342,7437115,9.8,3.3,Europe & Central Asia,High income: OECD
CH,CHE,Switzerland,2000,34500.07861,7184250,10.9,3.5,Europe & Central Asia,High income: OECD
CH,CHE,Switzerland,2004,37760.89215,7389625,9.9,3.3,Europe & Central Asia,High income: OECD
CH,CHE,Switzerland,2008,50438.76295,7647675,10,3.2,Europe & Central Asia,High income: OECD
CH,CHE,Switzerland,2014,59535.79974,8188649,10.2,2.8,Europe & Central Asia,High income: OECD
CH,CHE,Switzerland,1992,27332.00178,6875364,12.6,3.6,Europe & Central Asia,High income: OECD
CH,CHE,Switzerland,1993,27693.69523,6938265,12.1,3.5,Europe & Central Asia,High income: OECD
CH,CHE,Switzerland,1994,28414.76005,6993795,11.9,3.5,Europe & Central Asia,High income: OECD
CH,CHE,Switzerland,1998,31984.6286,7110001,11.1,3.4,Europe & Central Asia,High income: OECD
CH,CHE,Switzerland,1999,32558.01319,7143991,11,3.5,Europe & Central Asia,High income: OECD
CH,CHE,Switzerland,1996,29674.73901,7071850,11.7,3.4,Europe & Central Asia,High income: OECD
CH,CHE,Switzerland,2001,35381.1937,7229854,10,3.5,Europe & Central Asia,High income: OECD
CH,CHE,Switzerland,2013,59351.42306,8089346,10.2,2.9,Europe & Central Asia,High income: OECD
CH,CHE,Switzerland,2011,54550.68937,7912398,10.2,3,Europe & Central Asia,High income: OECD
CH,CHE,Switzerland,2006,43350.83895,7483934,9.8,3.3,Europe & Central Asia,High income: OECD
CH,CHE,Switzerland,2007,47404.66762,7551117,9.9,3.3,Europe & Central Asia,High income: OECD
CH,CHE,Switzerland,1997,30919.81056,7088906,11.4,3.4,Europe & Central Asia,High income: OECD
CH,CHE,Switzerland,2009,49903.27319,7743831,10.1,3.2,Europe & Central Asia,High income: OECD
CH,CHE,Switzerland,2010,51356.96398,7824909,10.3,3.1,Europe & Central Asia,High income: OECD
CH,CHE,Switzerland,2003,36419.37836,7339001,9.8,3.4,Europe & Central Asia,High income: OECD
CI,CIV,Cote d'Ivoire,1990,2081.512055,12165909,42.933,50.5,Sub-Saharan Africa,Lower middle income
CI,CIV,Cote d'Ivoire,1998,2398.613584,15728482,41.347,50.8,Sub-Saharan Africa,Lower middle income
CI,CIV,Cote d'Ivoire,2010,2671.139553,20131707,37.876,41.8,Sub-Saharan Africa,Lower middle income
CI,CIV,Cote d'Ivoire,2001,2367.134018,16865376,40.53,49.3,Sub-Saharan Africa,Lower middle income
CI,CIV,Cote d'Ivoire,1997,2325.24034,15296390,41.551,51.1,Sub-Saharan Africa,Lower middle income
CI,CIV,Cote d'Ivoire,2004,2343.02927,17802516,39.505,47.1,Sub-Saharan Africa,Lower middle income
CI,CIV,Cote d'Ivoire,2005,2415.250437,18132702,39.168,46.1,Sub-Saharan Africa,Lower middle income
CI,CIV,Cote d'Ivoire,1991,2077.387429,12600967,42.652,50.4,Sub-Saharan Africa,Lower middle income
CI,CIV,Cote d'Ivoire,1995,2133.248811,14404340,41.89,51.3,Sub-Saharan Africa,Lower middle income
CI,CIV,Cote d'Ivoire,1996,2269.525254,14852193,41.729,51.3,Sub-Saharan Africa,Lower middle income
CI,CIV,Cote d'Ivoire,2009,2645.430634,19684909,38.08,42.6,Sub-Saharan Africa,Lower middle income
CI,CIV,Cote d'Ivoire,2011,2546.906812,20604172,37.69,41,Sub-Saharan Africa,Lower middle income
CI,CIV,Cote d'Ivoire,2012,2803.700937,21102641,37.509,40.2,Sub-Saharan Africa,Lower middle income
CI,CIV,Cote d'Ivoire,2013,3037.257692,21622490,37.32,39.4,Sub-Saharan Africa,Lower middle income
CI,CIV,Cote d'Ivoire,2014,3270.137389,22157107,37.118,38.6,Sub-Saharan Africa,Lower middle income
CI,CIV,Cote d'Ivoire,2000,2360.206139,16517948,40.838,49.9,Sub-Saharan Africa,Lower middle income
CI,CIV,Cote d'Ivoire,2006,2478.838227,18486392,38.853,45.2,Sub-Saharan Africa,Lower middle income
CI,CIV,Cote d'Ivoire,2002,2319.377597,17185421,40.197,48.7,Sub-Saharan Africa,Lower middle income
CI,CIV,Cote d'Ivoire,1992,2047.100685,13046907,42.416,50.6,Sub-Saharan Africa,Lower middle income
CI,CIV,Cote d'Ivoire,1993,2021.612975,13499696,42.218,50.9,Sub-Saharan Africa,Lower middle income
CI,CIV,Cote d'Ivoire,2008,2598.689986,19261647,38.308,43.4,Sub-Saharan Africa,Lower middle income
CI,CIV,Cote d'Ivoire,1994,2013.651778,13953779,42.048,51.1,Sub-Saharan Africa,Lower middle income
CI,CIV,Cote d'Ivoire,2007,2538.131677,18862172,38.566,44.2,Sub-Saharan Africa,Lower middle income
CI,CIV,Cote d'Ivoire,2003,2292.627944,17491539,39.852,47.9,Sub-Saharan Africa,Lower middle income
CI,CIV,Cote d'Ivoire,1999,2411.940058,16137824,41.111,50.4,Sub-Saharan Africa,Lower middle income
CL,CHL,Chile,2003,11133.57073,15729268,15.708,5.3,Latin America & Caribbean,Upper middle income
CL,CHL,Chile,2012,21370.09931,17388437,13.566,5.3,Latin America & Caribbean,Upper middle income
CL,CHL,Chile,1997,8599.416631,14594070,18.046,6.3,Latin America & Caribbean,Upper middle income
CL,CHL,Chile,1990,4407.204479,13141202,21.706,8.6,Latin America & Caribbean,Upper middle income
CL,CHL,Chile,2002,10535.56041,15544554,16.027,5.3,Latin America & Caribbean,Upper middle income
CL,CHL,Chile,2004,11991.27253,15913119,15.411,5.4,Latin America & Caribbean,Upper middle income
CL,CHL,Chile,2013,21443.75036,17575833,13.385,5.2,Latin America & Caribbean,Upper middle income
CL,CHL,Chile,1992,5579.525929,13566942,20.688,7.4,Latin America & Caribbean,Upper middle income
CL,CHL,Chile,1993,6077.837187,13778676,20.136,7.1,Latin America & Caribbean,Upper middle income
CL,CHL,Chile,1995,7338.522927,14193986,19.047,6.5,Latin America & Caribbean,Upper middle income
CL,CHL,Chile,1996,7993.252483,14396020,18.535,6.4,Latin America & Caribbean,Upper middle income
CL,CHL,Chile,2009,16226.14868,16829957,14.171,5.5,Latin America & Caribbean,Upper middle income
CL,CHL,Chile,2010,18249.54077,17015048,13.959,5.4,Latin America & Caribbean,Upper middle income
CL,CHL,Chile,2014,22128.55767,17762647,13.213,5.1,Latin America & Caribbean,Upper middle income
CL,CHL,Chile,1998,8907.98353,14788609,17.581,6.2,Latin America & Caribbean,Upper middle income
CL,CHL,Chile,1999,8846.42962,14980484,17.144,6,Latin America & Caribbean,Upper middle income
CL,CHL,Chile,2001,10249.82649,15358418,16.37,5.5,Latin America & Caribbean,Upper middle income
CL,CHL,Chile,2005,12964.80494,16096571,15.133,5.4,Latin America & Caribbean,Upper middle income
CL,CHL,Chile,1994,6528.177649,13987999,19.584,6.8,Latin America & Caribbean,Upper middle income
CL,CHL,Chile,1991,4887.033391,13354054,21.222,8,Latin America & Caribbean,Upper middle income
CL,CHL,Chile,2008,16437.57209,16645940,14.394,5.5,Latin America & Caribbean,Upper middle income
CL,CHL,Chile,2000,9848.898397,15170387,16.741,5.7,Latin America & Caribbean,Upper middle income
CL,CHL,Chile,2007,16841.56003,16462701,14.627,5.5,Latin America & Caribbean,Upper middle income
CL,CHL,Chile,2006,15637.69644,16279728,14.872,5.5,Latin America & Caribbean,Upper middle income
CL,CHL,Chile,2011,20266.03603,17201305,13.757,5.4,Latin America & Caribbean,Upper middle income
CM,CMR,Cameroon,2000,1905.370959,15927713,41.203,34.7,Sub-Saharan Africa,Lower middle income
CM,CMR,Cameroon,1997,1728.458535,14709961,41.806,38.6,Sub-Saharan Africa,Lower middle income
CM,CMR,Cameroon,2005,2256.197358,18126999,40.378,30.7,Sub-Saharan Africa,Lower middle income
CM,CMR,Cameroon,1993,1522.742747,13169100,43.328,40.2,Sub-Saharan Africa,Lower middle income
CM,CMR,Cameroon,2003,2111.164252,17218591,40.787,31.7,Sub-Saharan Africa,Lower middle income
CM,CMR,Cameroon,2012,2715.35411,21659488,37.724,26.9,Sub-Saharan Africa,Lower middle income
CM,CMR,Cameroon,1990,1789.258373,12070359,44.673,40.7,Sub-Saharan Africa,Lower middle income
CM,CMR,Cameroon,2002,2041.760122,16779434,40.938,32.5,Sub-Saharan Africa,Lower middle income
CM,CMR,Cameroon,1992,1662.504905,12796739,43.786,40.4,Sub-Saharan Africa,Lower middle income
CM,CMR,Cameroon,1994,1542.981123,13546823,42.882,40,Sub-Saharan Africa,Lower middle income
CM,CMR,Cameroon,1995,1595.122677,13929575,42.47,39.7,Sub-Saharan Africa,Lower middle income
CM,CMR,Cameroon,2001,1984.237936,16349364,41.07,33.5,Sub-Saharan Africa,Lower middle income
CM,CMR,Cameroon,2010,2522.88181,20590666,38.64,28.1,Sub-Saharan Africa,Lower middle income
CM,CMR,Cameroon,2011,2614.495561,21119065,38.195,27.5,Sub-Saharan Africa,Lower middle income
CM,CMR,Cameroon,1991,1726.901947,12430311,44.239,40.5,Sub-Saharan Africa,Lower middle income
CM,CMR,Cameroon,2008,2472.469533,19570418,39.439,29,Sub-Saharan Africa,Lower middle income
CM,CMR,Cameroon,1998,1784.388818,15108630,41.558,37.5,Sub-Saharan Africa,Lower middle income
CM,CMR,Cameroon,1999,1836.001013,15514249,41.361,36.1,Sub-Saharan Africa,Lower middle income
CM,CMR,Cameroon,2007,2417.748926,19078100,39.788,29.6,Sub-Saharan Africa,Lower middle income
CM,CMR,Cameroon,2004,2192.349746,17667576,40.604,31.1,Sub-Saharan Africa,Lower middle income
CM,CMR,Cameroon,2009,2475.605671,20074522,39.055,28.5,Sub-Saharan Africa,Lower middle income
CM,CMR,Cameroon,2006,2339.807259,18597109,40.104,30.2,Sub-Saharan Africa,Lower middle income
CM,CMR,Cameroon,2014,2983.08304,22773014,36.736,26.1,Sub-Saharan Africa,Lower middle income
CM,CMR,Cameroon,1996,1657.890457,14317191,42.109,39.3,Sub-Saharan Africa,Lower middle income
CM,CMR,Cameroon,2013,2840.743075,22211166,37.236,26.5,Sub-Saharan Africa,Lower middle income
CN,CHN,China,1992,1260.1625,1164970000,18.27,29.4,East Asia & Pacific,Upper middle income
CN,CHN,China,2005,5053.37904,1303720000,12.4,14,East Asia & Pacific,Upper middle income
CN,CHN,China,2000,2915.414665,1262645000,14.03,21.2,East Asia & Pacific,Upper middle income
CN,CHN,China,1991,1091.448831,1150780000,19.68,29.7,East Asia & Pacific,Upper middle income
CN,CHN,China,2013,12218.52112,1357380000,12.08,6.3,East Asia & Pacific,Upper middle income
CN,CHN,China,1999,2649.745162,1252735000,14.64,22.2,East Asia & Pacific,Upper middle income
CN,CHN,China,2014,13254.64298,1364270000,12.4,5.9,East Asia & Pacific,Upper middle income
CN,CHN,China,2003,3933.599477,1288400000,12.41,17.1,East Asia & Pacific,Upper middle income
CN,CHN,China,2004,4422.650321,1296075000,12.29,15.5,East Asia & Pacific,Upper middle income
CN,CHN,China,1993,1453.159118,1178440000,18.09,28.8,East Asia & Pacific,Upper middle income
CN,CHN,China,2009,8290.08893,1331260000,12.13,9.1,East Asia & Pacific,Upper middle income
CN,CHN,China,2010,9238.75527,1337705000,11.9,8.2,East Asia & Pacific,Upper middle income
